# center mu_1 mu_2 mu_3 mu_4 mu_5
1.058661720875747569e+01 -4.076714483872191153e+00 -4.082265558367794256e+00 -4.036308023547314328e+00 -4.062775570728402563e+00 -3.974195476920495018e+00
1.060442336101348459e+01 -4.076674076972872207e+00 -4.082240014603280898e+00 -4.036303449379307295e+00 -4.062641472329858949e+00 -3.974161010378375103e+00
1.062236208988395703e+01 -4.077569958245230275e+00 -4.083122767705729572e+00 -4.037153703967723217e+00 -4.063532139699718826e+00 -3.975060197311025334e+00
1.064033740314968313e+01 -4.077414393719113406e+00 -4.082922116552147429e+00 -4.036899573992252854e+00 -4.063327608675492364e+00 -3.974895253728618183e+00
1.065833338731607682e+01 -4.077400289214178741e+00 -4.082944168061329648e+00 -4.036901686288383750e+00 -4.063356317963896736e+00 -3.974846406410950550e+00
1.067632002973873995e+01 -4.077832401742361057e+00 -4.083312208311003388e+00 -4.037261798905128707e+00 -4.063767514155182781e+00 -3.975301107678367085e+00
1.069430992302755890e+01 -4.076937396080651865e+00 -4.082479102149576988e+00 -4.036439226091177446e+00 -4.062823388344043885e+00 -3.974390712691063587e+00
1.071227847410882994e+01 -4.076779273569422379e+00 -4.082281617657214312e+00 -4.036137328566593574e+00 -4.062517643220880714e+00 -3.974058099454714110e+00
1.073024782319430415e+01 -4.076810193427979456e+00 -4.082270757327542299e+00 -4.036101964699975397e+00 -4.062520918716047369e+00 -3.974071051904670249e+00
1.074824016896168111e+01 -4.077236489554709742e+00 -4.082671410352146424e+00 -4.036533475659322967e+00 -4.062905865943447381e+00 -3.974478383531122816e+00
1.076618143582087939e+01 -4.077416452927447033e+00 -4.082855417992018232e+00 -4.036755730980064349e+00 -4.063091650582103753e+00 -3.974698561181878809e+00
1.078414201792036664e+01 -4.077448692701935329e+00 -4.082877009342741559e+00 -4.036741479392578213e+00 -4.063064170986294243e+00 -3.974704378741141575e+00
1.080208058957024875e+01 -4.077405903102901519e+00 -4.082826801403191652e+00 -4.036705524672524525e+00 -4.063130236345986468e+00 -3.974727713355148406e+00
1.082011542087998812e+01 -4.077357076010558856e+00 -4.082794288560570806e+00 -4.036672550657470993e+00 -4.063179714544889798e+00 -3.974758808404569965e+00
1.083812354568327052e+01 -4.077739836072361790e+00 -4.083204029817723679e+00 -4.037113097168749221e+00 -4.063570600597961935e+00 -3.975170169780607665e+00
1.085612988775344334e+01 -4.078799937286818889e+00 -4.084229569127527881e+00 -4.038108677780726019e+00 -4.064597214386098223e+00 -3.976200987111216723e+00
1.087409546564549601e+01 -4.078788532402890965e+00 -4.084179740902238009e+00 -4.038080715423724598e+00 -4.064480452335079264e+00 -3.976178699196676547e+00
1.089206977196359460e+01 -4.078959676800909762e+00 -4.084418854837247537e+00 -4.038345419167487016e+00 -4.064632603611201489e+00 -3.976349775144257137e+00
1.091003401155688124e+01 -4.077961128769988619e+00 -4.083365655497411595e+00 -4.037192613137322361e+00 -4.063564071204521788e+00 -3.975240377101177280e+00
1.092801834821441176e+01 -4.078097073326805599e+00 -4.083569211912571717e+00 -4.037349597382017485e+00 -4.063674173335273920e+00 -3.975363599109093649e+00
1.094601132180433822e+01 -4.078089517639845951e+00 -4.083582151957788398e+00 -4.037407230116622614e+00 -4.063611986702568402e+00 -3.975394227984384354e+00
1.096401740238611922e+01 -4.078057507378433755e+00 -4.083617028485583944e+00 -4.037493127029979867e+00 -4.063563370543272768e+00 -3.975365077943171510e+00
1.098202660672742859e+01 -4.078090731477817421e+00 -4.083560254445067983e+00 -4.037435302500221646e+00 -4.063582164213040748e+00 -3.975436743507903437e+00
1.100003010065389475e+01 -4.078543243792426942e+00 -4.084063747317856041e+00 -4.037920631680132821e+00 -4.063901474659199486e+00 -3.975766799219499159e+00
1.101800436594391108e+01 -4.078395384330839590e+00 -4.083878661804735799e+00 -4.037650191649104769e+00 -4.063734685350634201e+00 -3.975537004157101428e+00
1.103597550687520190e+01 -4.078462328874917553e+00 -4.083963717499115020e+00 -4.037717810005427843e+00 -4.063778246457145471e+00 -3.975555166193516676e+00
1.105395005097908090e+01 -4.078395393513574163e+00 -4.083896389876096933e+00 -4.037695201565389524e+00 -4.063839340161940150e+00 -3.975598883057727573e+00
1.107195436504863828e+01 -4.077807131806105545e+00 -4.083315941082931388e+00 -4.037070263943325799e+00 -4.063201009687014142e+00 -3.974943286322554226e+00
1.108995727345706861e+01 -4.077369806240527694e+00 -4.082858625317925316e+00 -4.036564118464212036e+00 -4.062784977710427903e+00 -3.974432935645639375e+00
1.110798590142172593e+01 -4.076413629876002531e+00 -4.081880985849540622e+00 -4.035547579459337619e+00 -4.061713089696173284e+00 -3.973342397210030352e+00
1.112601962544554901e+01 -4.076423727107933992e+00 -4.081918517145613379e+00 -4.035620395963989360e+00 -4.061776133264475952e+00 -3.973416711396335899e+00
1.114405223673327860e+01 -4.076301607157999385e+00 -4.081724035912539961e+00 -4.035434640603593692e+00 -4.061637461949076489e+00 -3.973342834654519429e+00
1.116206903389733540e+01 -4.076369587374522041e+00 -4.081820386616861640e+00 -4.035442930187965516e+00 -4.061586047900088481e+00 -3.973242758999350421e+00
1.118007735556721549e+01 -4.076343558257007338e+00 -4.081796691462797000e+00 -4.035509006685510158e+00 -4.061546792827545715e+00 -3.973280383585285236e+00
1.119808537906785872e+01 -4.076735774214317765e+00 -4.082205021330166161e+00 -4.035897540400465999e+00 -4.061983064694279832e+00 -3.973679559857581367e+00
1.121609235482282685e+01 -4.076279057148050278e+00 -4.081735942411530260e+00 -4.035432895097290640e+00 -4.061537824506141092e+00 -3.973191866238348080e+00
1.123408749862095668e+01 -4.075876284070133693e+00 -4.081329436895458684e+00 -4.035077145999928838e+00 -4.061082960017025734e+00 -3.972793702764162216e+00
1.125206096075999973e+01 -4.075934242386318296e+00 -4.081374661830279749e+00 -4.035100552306746913e+00 -4.061027064184105306e+00 -3.972753349734719386e+00
1.127003334603819162e+01 -4.075889461477186337e+00 -4.081315460055368050e+00 -4.035084940473809390e+00 -4.061056567891664137e+00 -3.972835696369435787e+00
1.128800757448424896e+01 -4.076244576714711521e+00 -4.081678135616552794e+00 -4.035528787307028686e+00 -4.061452455434499065e+00 -3.973320835940366891e+00
1.130599866097288597e+01 -4.075192503103342467e+00 -4.080584126221046048e+00 -4.034403625059006515e+00 -4.060356460206736351e+00 -3.972300397484478829e+00
1.132396503718895708e+01 -4.075497966043280407e+00 -4.080812971935610989e+00 -4.034562152044678385e+00 -4.060536096126516448e+00 -3.972478026277477703e+00
1.134190452171278096e+01 -4.075373320216803208e+00 -4.080763143739337906e+00 -4.034566570261873153e+00 -4.060469056739925975e+00 -3.972426936927908159e+00
1.135988861069670897e+01 -4.075384632044258382e+00 -4.080798061978182290e+00 -4.034589335118080378e+00 -4.060430435462745180e+00 -3.972409803083598145e+00
1.137788564745119224e+01 -4.075441667351847208e+00 -4.080850919598500326e+00 -4.034652391935766858e+00 -4.060458073074689089e+00 -3.972500207845359732e+00
1.139586833208500849e+01 -4.075480125064280479e+00 -4.080849682215013985e+00 -4.034598155785409368e+00 -4.060462186378360983e+00 -3.972531002181334703e+00
1.141383792905906880e+01 -4.075917008821590137e+00 -4.081347199779674639e+00 -4.035102662346229607e+00 -4.060921101734034089e+00 -3.972919813783518883e+00
1.143182170658167784e+01 -4.075902522114213333e+00 -4.081369075217351039e+00 -4.035140904102111570e+00 -4.060892158727796186e+00 -3.972905139615531489e+00
1.144981954842148220e+01 -4.076330088600498947e+00 -4.081819224905146370e+00 -4.035639077796917995e+00 -4.061338476987501167e+00 -3.973390374754325105e+00
1.146784092385261822e+01 -4.077233337626817722e+00 -4.082732089124659680e+00 -4.036501549783734433e+00 -4.062229722386314634e+00 -3.974215040967503221e+00
1.148589483653463006e+01 -4.076917662612203230e+00 -4.082428431413521963e+00 -4.036112742378681340e+00 -4.061731159056058971e+00 -3.973737720104995486e+00
1.150393427482025288e+01 -4.076694386195982567e+00 -4.082289518843005283e+00 -4.036089798619951985e+00 -4.061499991269859500e+00 -3.973600322649595729e+00
1.152198503687136011e+01 -4.076769069945908264e+00 -4.082353377573818776e+00 -4.036151677119066861e+00 -4.061536281756596090e+00 -3.973653710010731199e+00
1.154001542300834693e+01 -4.077421145463841157e+00 -4.083035509453168288e+00 -4.036825335953555083e+00 -4.062082478498395766e+00 -3.974258363588265563e+00
1.155809097875932068e+01 -4.078365525710648143e+00 -4.084008023704233992e+00 -4.037875937153634354e+00 -4.063171100312925610e+00 -3.975317021188750299e+00
1.157616483898553916e+01 -4.078388990500569911e+00 -4.084003860084012061e+00 -4.037937628963782721e+00 -4.063230471949482059e+00 -3.975448870458687445e+00
1.159425043503773090e+01 -4.078394830503245139e+00 -4.084008662374355225e+00 -4.038045770499284259e+00 -4.063252970243737217e+00 -3.975589063403279333e+00
1.161236341305689912e+01 -4.079228794386478896e+00 -4.084848926808399838e+00 -4.038969240607606537e+00 -4.064089078696220270e+00 -3.976538753579057062e+00
1.163046156545656729e+01 -4.079525046279243838e+00 -4.085147202478879080e+00 -4.039235633080288324e+00 -4.064259358705682779e+00 -3.976796834946608517e+00
1.164854957636746846e+01 -4.079579298300170187e+00 -4.085221313037871838e+00 -4.039426784166042950e+00 -4.064431290191642177e+00 -3.977029504161619045e+00
1.166664539917775478e+01 -4.079161705027726903e+00 -4.084827425441213578e+00 -4.039029008716187086e+00 -4.064019409159174145e+00 -3.976644857985676129e+00
1.168475107168142557e+01 -4.080233582016254523e+00 -4.085921619785514380e+00 -4.040126898879434769e+00 -4.065109310047323454e+00 -3.977700016213545631e+00
1.170285654838371059e+01 -4.080534987316070783e+00 -4.086193798388144671e+00 -4.040349758480686226e+00 -4.065351497240610179e+00 -3.977927108212146123e+00
1.172094969678373744e+01 -4.079899642249642966e+00 -4.085575515608521613e+00 -4.039746249087932561e+00 -4.064699862386956575e+00 -3.977319049127970185e+00
1.173904265870348951e+01 -4.079917237358464455e+00 -4.085594250955526974e+00 -4.039731668161534728e+00 -4.064694716068802727e+00 -3.977311576924596803e+00
1.175711875693708031e+01 -4.079938692286162016e+00 -4.085620889888430085e+00 -4.039727563730116877e+00 -4.064675983723491370e+00 -3.977299959395932838e+00
1.177520618284947496e+01 -4.080769999990879526e+00 -4.086561421971204311e+00 -4.040674233634534929e+00 -4.065523971722575070e+00 -3.978110284641072525e+00
1.179331456651516596e+01 -4.079748760144608966e+00 -4.085488573464180817e+00 -4.039538664885525598e+00 -4.064448288552426902e+00 -3.977007648302958387e+00
1.181141970053211487e+01 -4.079546828006420434e+00 -4.085302629952732190e+00 -4.039240065547240022e+00 -4.064216985834899987e+00 -3.976694519123900928e+00
1.182953772013748228e+01 -4.079734291180196593e+00 -4.085565333578701441e+00 -4.039610125035783206e+00 -4.064382490622152844e+00 -3.976955052176401662e+00
1.184766144138591493e+01 -4.079926383733756268e+00 -4.085801051011854312e+00 -4.039930514231230951e+00 -4.064588535054532770e+00 -3.977224633294999201e+00
1.186579022442609777e+01 -4.080471108399967406e+00 -4.086364859561815166e+00 -4.040565394742414718e+00 -4.065230884154898305e+00 -3.977944605471530615e+00
1.188394796281015786e+01 -4.080553207460329901e+00 -4.086554218330258337e+00 -4.040815483425265420e+00 -4.065345094585284258e+00 -3.978061964465028577e+00
1.190210084172442784e+01 -4.080419466865690126e+00 -4.086426132863813621e+00 -4.040563662297977920e+00 -4.065164074065966027e+00 -3.977725764508364126e+00
1.192025952376278575e+01 -4.080238152826961340e+00 -4.086268158799457595e+00 -4.040420132544869425e+00 -4.065028495369133132e+00 -3.977573900932934947e+00
1.193840555480772458e+01 -4.080838101666895312e+00 -4.086853591395840368e+00 -4.041049070690043266e+00 -4.065606473338038818e+00 -3.978309632670807616e+00
1.195655781829402464e+01 -4.080810662253150589e+00 -4.086908260858873376e+00 -4.041146761130328002e+00 -4.065551106787842706e+00 -3.978248222877951434e+00
1.197472076957266296e+01 -4.081237054190899549e+00 -4.087321031784503234e+00 -4.041610115786071766e+00 -4.065994931527264988e+00 -3.978772667621506276e+00
1.199290857693171297e+01 -4.081618617056775200e+00 -4.087731309874230945e+00 -4.042100223724098385e+00 -4.066491532694515243e+00 -3.979248221693703957e+00
1.201108870060009615e+01 -4.081895111849172864e+00 -4.088039320635539653e+00 -4.042353568181531465e+00 -4.066738607223427948e+00 -3.979407035022498818e+00
1.202926973925977983e+01 -4.081378734885029225e+00 -4.087536281372555536e+00 -4.041927529597927560e+00 -4.066260985102313263e+00 -3.979019456630375373e+00
1.204745321242980438e+01 -4.081442067242960547e+00 -4.087523479778203850e+00 -4.041829503888489938e+00 -4.066325159886965857e+00 -3.979021633805763347e+00
1.206563630419188193e+01 -4.080494302152414932e+00 -4.086548715158027534e+00 -4.040737637682149774e+00 -4.065344408760138251e+00 -3.977922540145975905e+00
1.208383104007395126e+01 -4.079878045700670697e+00 -4.085930377931015656e+00 -4.040114444607682209e+00 -4.064735252514862118e+00 -3.977249448465603354e+00
1.210205020439549095e+01 -4.079628938363243584e+00 -4.085615779836613726e+00 -4.039794130192278843e+00 -4.064563186105718984e+00 -3.977067647681957752e+00
1.212031080665924243e+01 -4.079445182052276131e+00 -4.085507520502464018e+00 -4.039763888718836071e+00 -4.064291776459024952e+00 -3.976900706822005471e+00
1.213856015915919961e+01 -4.078916836814300062e+00 -4.084983539021266097e+00 -4.039123103426969230e+00 -4.063611065238731612e+00 -3.976151067108110837e+00
1.215677763244346288e+01 -4.078710552893517693e+00 -4.084677811626683308e+00 -4.038823764477413647e+00 -4.063473658364623375e+00 -3.976044871638981348e+00
1.217499081242985604e+01 -4.079599372749313169e+00 -4.085503030528105484e+00 -4.039663977273793449e+00 -4.064374587367765024e+00 -3.976965097192330045e+00
1.219319235153422909e+01 -4.079194461904791957e+00 -4.085043392928179529e+00 -4.039222106272000623e+00 -4.064053078077606074e+00 -3.976600497580725424e+00
1.221137092756660003e+01 -4.079063248881664272e+00 -4.084948526918013911e+00 -4.039104094105633536e+00 -4.063843281935876739e+00 -3.976391111991669725e+00
1.222954521657273119e+01 -4.078426341526721011e+00 -4.084303999165465271e+00 -4.038479315395852254e+00 -4.063255657879957461e+00 -3.975750874829948156e+00
1.224768717359716597e+01 -4.079311225271233354e+00 -4.085256069288449865e+00 -4.039390982764999194e+00 -4.064048108019620464e+00 -3.976572539478323343e+00
1.226585687032152983e+01 -4.079901248198412489e+00 -4.085873815297505374e+00 -4.040003960310945885e+00 -4.064738235075248340e+00 -3.977214343771216409e+00
1.230006125334558043e+01 -4.080218038629198851e+00 -4.086137518342125574e+00 -4.040149838102629509e+00 -4.065059150051325787e+00 -3.977438120642484698e+00
1.233413413284659299e+01 -4.079776305915609136e+00 -4.085733414833944366e+00 -4.039720215389945857e+00 -4.064531730908547580e+00 -3.976927963598573701e+00
1.235294433640672018e+01 -4.079162652450744275e+00 -4.085111958975577551e+00 -4.039105863785028561e+00 -4.063871862463010132e+00 -3.976288186894888721e+00
1.237149574942934116e+01 -4.079036020816244168e+00 -4.084984737236128538e+00 -4.038964140563865435e+00 -4.063699202755818973e+00 -3.976083365491708044e+00
1.239000790545137320e+01 -4.078873500520036721e+00 -4.084793955517474373e+00 -4.038698203928703379e+00 -4.063484654687682607e+00 -3.975857950422069464e+00
1.240829664148396283e+01 -4.079730631867398039e+00 -4.085596749125478766e+00 -4.039556078166967268e+00 -4.064391697595167940e+00 -3.976826207705305372e+00
1.242657357991737577e+01 -4.079669729320151816e+00 -4.085575995322889398e+00 -4.039600203913217946e+00 -4.064396240131381788e+00 -3.976856534429608736e+00
1.244483916628023756e+01 -4.079750897717622671e+00 -4.085585500641386147e+00 -4.039530406915987193e+00 -4.064427362872664595e+00 -3.976822949724017953e+00
1.246297491608536134e+01 -4.079148290008675737e+00 -4.085013105398182631e+00 -4.038930060493437502e+00 -4.063725894276043249e+00 -3.976129228203460819e+00
1.248110891398334843e+01 -4.080222393285302118e+00 -4.086124414984089626e+00 -4.040057503403822636e+00 -4.064817613510842698e+00 -3.977165432973215342e+00
1.249922715686762587e+01 -4.079178835022862160e+00 -4.085077496725380897e+00 -4.039045308009971080e+00 -4.063735604329155038e+00 -3.976175799515580866e+00
1.251735628001875078e+01 -4.079113556027732734e+00 -4.085016965284937740e+00 -4.039089048661729464e+00 -4.063742129641963352e+00 -3.976249457960386202e+00
1.253548395479438859e+01 -4.079105200816830035e+00 -4.085008297115908960e+00 -4.039105640048203938e+00 -4.063730067828137393e+00 -3.976254402159388857e+00
1.255360528467006809e+01 -4.079340065595210341e+00 -4.085260880677202167e+00 -4.039366147216076008e+00 -4.063912291276026600e+00 -3.976527581283043400e+00
1.257171036633513417e+01 -4.078511373440511179e+00 -4.084395191902899569e+00 -4.038458082574112318e+00 -4.062981727304025625e+00 -3.975676544893777642e+00
1.258978349697530419e+01 -4.079132697890995196e+00 -4.085063053891143880e+00 -4.039143297021229095e+00 -4.063501701508955399e+00 -3.976272128478815393e+00
1.260785560082575607e+01 -4.079409246284252610e+00 -4.085348005173225161e+00 -4.039399119534300198e+00 -4.063656644157953579e+00 -3.976475779476575045e+00
1.262590616717915104e+01 -4.079573324220844732e+00 -4.085489917526412995e+00 -4.039658754293059317e+00 -4.063897279410925378e+00 -3.976749998681595955e+00
1.264394520099927988e+01 -4.078518364304724031e+00 -4.084452969646999776e+00 -4.038649453767701125e+00 -4.062850206961398314e+00 -3.975750763406858290e+00
1.266187608878228055e+01 -4.078881809396267322e+00 -4.084803757834002624e+00 -4.039099971834562375e+00 -4.063242808510673321e+00 -3.976168009623697763e+00
1.267987025457215466e+01 -4.079552839295699229e+00 -4.085464024515923498e+00 -4.039713369750762340e+00 -4.063824306782915841e+00 -3.976773292168133356e+00
1.269788135387710604e+01 -4.078859100690185535e+00 -4.084813490550098791e+00 -4.039160168486198188e+00 -4.063166117137819278e+00 -3.976153209076492612e+00
1.271587985872212556e+01 -4.079046760857602649e+00 -4.085035287145347027e+00 -4.039397578200282446e+00 -4.063440504287485489e+00 -3.976327375658949670e+00
1.273386063892356646e+01 -4.079956585599605390e+00 -4.085937240643399804e+00 -4.040220850205670899e+00 -4.064319176277569667e+00 -3.977187519162889373e+00
1.275186518955239379e+01 -4.079965982392804946e+00 -4.085973823913223058e+00 -4.040306366578326092e+00 -4.064424397565276514e+00 -3.977262168207278403e+00
1.276984660958603257e+01 -4.079815450746903771e+00 -4.085808484422814857e+00 -4.040164134200717960e+00 -4.064268445739037006e+00 -3.977091109921142564e+00
1.278782618034994556e+01 -4.079969138001910522e+00 -4.085962276968789553e+00 -4.040294920999454753e+00 -4.064511254474489022e+00 -3.977226613572395930e+00
1.280578264148205037e+01 -4.080003158466459112e+00 -4.085996258721829477e+00 -4.040273176495920104e+00 -4.064476831527514378e+00 -3.977210333607804404e+00
1.282372894694933407e+01 -4.079416910063980772e+00 -4.085430080259508046e+00 -4.039641913053276134e+00 -4.063787032999496951e+00 -3.976510793156609491e+00
1.284167238982533199e+01 -4.078947681195244535e+00 -4.084971791339985003e+00 -4.039162182672757062e+00 -4.063415962069241161e+00 -3.976039260506200268e+00
1.285961525665310745e+01 -4.079375992735331025e+00 -4.085392368692271958e+00 -4.039619956782412480e+00 -4.063912266510673277e+00 -3.976540905835680206e+00
1.287760971859758641e+01 -4.080407470476567156e+00 -4.086406119652584934e+00 -4.040619647909188927e+00 -4.064994880121887810e+00 -3.977582193585196713e+00
1.289559766347458591e+01 -4.080484501036904632e+00 -4.086497830149355082e+00 -4.040690883373541986e+00 -4.065008792284301009e+00 -3.977612133943347228e+00
1.291356001289032207e+01 -4.080027398621745682e+00 -4.086069788962324978e+00 -4.040241915308337539e+00 -4.064507543276985935e+00 -3.977144661195148867e+00
1.293153923335764688e+01 -4.080179198172864119e+00 -4.086251409372733789e+00 -4.040526798353823779e+00 -4.064637120055415664e+00 -3.977429102853964782e+00
1.294949169999442340e+01 -4.080503125886460580e+00 -4.086660674580015140e+00 -4.041031646772582420e+00 -4.064960060008246501e+00 -3.977799411315579459e+00
1.296743372503883407e+01 -4.081511693627530413e+00 -4.087708147696462291e+00 -4.042090202819387912e+00 -4.065987609318472806e+00 -3.978788833594944396e+00
1.298537752522280009e+01 -4.081978668389470322e+00 -4.088260470540310720e+00 -4.042505294743237165e+00 -4.066335820113835986e+00 -3.978999193653194766e+00
1.300334289254115383e+01 -4.081486007432059360e+00 -4.087729233349888247e+00 -4.042037398525823555e+00 -4.065871181743705876e+00 -3.978651409397218952e+00
1.302131570755294376e+01 -4.081283807823869125e+00 -4.087565761572594880e+00 -4.041825391357670050e+00 -4.065660477212686530e+00 -3.978358196063487728e+00
1.303929838218560278e+01 -4.080856837243404200e+00 -4.087138555418897923e+00 -4.041362398990808735e+00 -4.065175124302968790e+00 -3.977868962943156284e+00
1.305728929125507243e+01 -4.081111695637340553e+00 -4.087433012580936165e+00 -4.041596154769256266e+00 -4.065350330426844572e+00 -3.978004264911547683e+00
1.307528771607423579e+01 -4.081195493914520966e+00 -4.087488860939799906e+00 -4.041570015270553817e+00 -4.065351438638448833e+00 -3.977908125177298970e+00
1.309328459865586147e+01 -4.081584205296124424e+00 -4.087902479072477391e+00 -4.041962519559628042e+00 -4.065781046911403074e+00 -3.978280273122109634e+00
1.311128212947486382e+01 -4.082271838292381716e+00 -4.088574663839988688e+00 -4.042582350117372769e+00 -4.066398225208674333e+00 -3.978876933315020015e+00
1.312928296017838115e+01 -4.081870549631036127e+00 -4.088167713651003510e+00 -4.042172623891057803e+00 -4.066028925465193566e+00 -3.978489606279498769e+00
1.314726650523722995e+01 -4.081901545832851141e+00 -4.088245931345785067e+00 -4.042307472125539647e+00 -4.066098412683013308e+00 -3.978484373975745836e+00
1.316525314937105406e+01 -4.082053548104197738e+00 -4.088485421456969249e+00 -4.042609178547904136e+00 -4.066329470313498895e+00 -3.978732793348882968e+00
1.318324121942368343e+01 -4.082544486036331577e+00 -4.088899045949382582e+00 -4.043007803152081081e+00 -4.066854044957742609e+00 -3.979227806154503444e+00
1.320118270303493979e+01 -4.082326693699267040e+00 -4.088705771791863341e+00 -4.042803448974446212e+00 -4.066614765266017173e+00 -3.978974719346269673e+00
1.321913696305132113e+01 -4.083296245123982260e+00 -4.089757702193484334e+00 -4.043890005990911085e+00 -4.067682677769633770e+00 -3.979971326368164863e+00
1.323709345592307685e+01 -4.082199835122362508e+00 -4.088697703811210005e+00 -4.042815948584353336e+00 -4.066549957386697223e+00 -3.978831529035710357e+00
1.325506050207969189e+01 -4.081948092497529323e+00 -4.088423824063674772e+00 -4.042563326156413339e+00 -4.066331683152700549e+00 -3.978643661427689882e+00
1.327300964304392217e+01 -4.080914235568254611e+00 -4.087393407157840386e+00 -4.041538744209215217e+00 -4.065293553581063257e+00 -3.977601609321929299e+00
1.329094527258038383e+01 -4.080532795368892351e+00 -4.087020287706229382e+00 -4.041182398788155439e+00 -4.064824023384495000e+00 -3.977178253960336196e+00
1.330885548045190880e+01 -4.079720089674090389e+00 -4.086148881508169239e+00 -4.040240655840171335e+00 -4.063982377694775217e+00 -3.976284690121690613e+00
1.332672464793756717e+01 -4.080046352201990523e+00 -4.086518094490841690e+00 -4.040709449109993301e+00 -4.064330730028890670e+00 -3.976709224449282321e+00
1.334459718128747419e+01 -4.080449122301997633e+00 -4.086911480973196120e+00 -4.041100886082676702e+00 -4.064701269051304244e+00 -3.977111393411431273e+00
1.336246641197153373e+01 -4.080434449375463402e+00 -4.086941073249860779e+00 -4.041124904317415556e+00 -4.064668672760060275e+00 -3.977090838424356178e+00
1.338033718579229081e+01 -4.079527794384320671e+00 -4.086066148965990408e+00 -4.040267986254952426e+00 -4.063775554293361125e+00 -3.976234318216644859e+00
1.339816189250696965e+01 -4.078918726713387954e+00 -4.085460917947937531e+00 -4.039635675903539003e+00 -4.063067119217764755e+00 -3.975568163032390245e+00
1.341598855515010413e+01 -4.078882747592253111e+00 -4.085416001147631704e+00 -4.039564357447850362e+00 -4.062985836070891033e+00 -3.975472239477478187e+00
1.343381316376839152e+01 -4.080011009872913874e+00 -4.086478349364732310e+00 -4.040529072116678222e+00 -4.064047606898753884e+00 -3.976469501006985929e+00
1.345161099203241939e+01 -4.079154357779579243e+00 -4.085616336667248660e+00 -4.039628956347740107e+00 -4.063206445061783079e+00 -3.975568193180695875e+00
1.346941214920902397e+01 -4.078869017256075757e+00 -4.085364924748473570e+00 -4.039405311639379548e+00 -4.063007054326127410e+00 -3.975347142631299402e+00
1.348723058464316260e+01 -4.079140184558690763e+00 -4.085656100341468644e+00 -4.039649048270240073e+00 -4.063226045728452362e+00 -3.975493596994113865e+00
1.350506045582577563e+01 -4.079037346663101360e+00 -4.085586967935258329e+00 -4.039651153938295103e+00 -4.063108985720770505e+00 -3.975408073538853060e+00
1.352290913636207925e+01 -4.078370803046020399e+00 -4.084940580135635102e+00 -4.039061741723807053e+00 -4.062397727266087166e+00 -3.974766813221828343e+00
1.354076677076843538e+01 -4.077915436091896773e+00 -4.084489481291928570e+00 -4.038699041502418652e+00 -4.062010463572285346e+00 -3.974450831713457699e+00
1.355863428127245207e+01 -4.078571658754063911e+00 -4.085147537158016817e+00 -4.039328309213938262e+00 -4.062673090988548452e+00 -3.975065019667308519e+00
1.357650491228230116e+01 -4.077472150623735025e+00 -4.084110136889066212e+00 -4.038359335043747222e+00 -4.061588691534517181e+00 -3.974045948882598989e+00
1.359438243460864371e+01 -4.078484519641039086e+00 -4.085138775229278707e+00 -4.039501154986078646e+00 -4.062681376665894462e+00 -3.975259693163086805e+00
1.361225394898258223e+01 -4.077424185532469991e+00 -4.084036719120872405e+00 -4.038489605409624872e+00 -4.061632038646751930e+00 -3.974318045880780748e+00
1.363010911162274574e+01 -4.077330515476760731e+00 -4.084018987736152795e+00 -4.038567808060584241e+00 -4.061616176500669972e+00 -3.974338655069313386e+00
1.364796816079722319e+01 -4.077478587250944919e+00 -4.084212670008193768e+00 -4.038856969560707277e+00 -4.061860248587557010e+00 -3.974597820685691119e+00
1.366581180993000366e+01 -4.077104950162408592e+00 -4.083841284023996820e+00 -4.038441973572420629e+00 -4.061513492189591901e+00 -3.974192207721862324e+00
1.368365280301334508e+01 -4.077188735694328159e+00 -4.083887154628312643e+00 -4.038400014505739044e+00 -4.061519085380366434e+00 -3.974099384393956491e+00
1.370148468496041616e+01 -4.076179272510789708e+00 -4.082954858431367740e+00 -4.037414287165603355e+00 -4.060400961147425214e+00 -3.972929500799185387e+00
1.371927665774695271e+01 -4.077081049357557774e+00 -4.083756945165475827e+00 -4.038190778146109494e+00 -4.061379850514242662e+00 -3.973920490979724107e+00
1.373708386213131938e+01 -4.077052284156355455e+00 -4.083711673470611814e+00 -4.038215486115872110e+00 -4.061375424772708520e+00 -3.973970292589326103e+00
1.375489204126483145e+01 -4.078104716424122422e+00 -4.084758626207884546e+00 -4.039244480839649043e+00 -4.062378335422184961e+00 -3.974983110980812917e+00
1.377269107101593804e+01 -4.077105157920557055e+00 -4.083766142536704891e+00 -4.038192362819160053e+00 -4.061401795113306790e+00 -3.973857453046571120e+00
1.379049816248771698e+01 -4.077644094543326325e+00 -4.084217887846754991e+00 -4.038524907787282459e+00 -4.061976684632213619e+00 -3.974316647739661867e+00
1.380830703937935056e+01 -4.077431055027810558e+00 -4.084006965029489677e+00 -4.038276116410883354e+00 -4.061769201160584153e+00 -3.974029131887856447e+00
1.382609432216361078e+01 -4.077208566501373532e+00 -4.083757566908673198e+00 -4.038047535904512486e+00 -4.061530174507470115e+00 -3.973785603625158647e+00
1.384388633848468331e+01 -4.077867148075141834e+00 -4.084450542187216371e+00 -4.038728954520389713e+00 -4.062071971059979525e+00 -3.974393845152617288e+00
1.386167099166466166e+01 -4.077890766901285602e+00 -4.084536946453397377e+00 -4.038881991899089918e+00 -4.062065087065248825e+00 -3.974436358824576132e+00
