# center mu_1 mu_2 mu_3 mu_4 mu_5
4.273551580912430481e+00 -4.081083146193571487e+00 -4.086973102895910870e+00 -4.041435497437111835e+00 -4.065836205464496977e+00 -3.979059240501645167e+00
4.291574552855762725e+00 -4.081001209447019384e+00 -4.086890536265048723e+00 -4.041389526354785211e+00 -4.065781771682641654e+00 -3.979022373412379299e+00
4.309610417528878301e+00 -4.081033224209418719e+00 -4.086925644157703985e+00 -4.041362473575880188e+00 -4.065816597625660833e+00 -3.978966069350915458e+00
4.327683820014244453e+00 -4.081881342955513858e+00 -4.087722430580534194e+00 -4.042201755896895676e+00 -4.066722056232610960e+00 -3.979904989443943109e+00
4.345747676323465924e+00 -4.082317480004196142e+00 -4.088169465117587720e+00 -4.042588926979802544e+00 -4.067128776868299767e+00 -3.980235334517665979e+00
4.363795703837944906e+00 -4.082502255206037489e+00 -4.088340451506114803e+00 -4.042583755611609320e+00 -4.067222510639672883e+00 -3.980145662725071531e+00
4.381846214168472642e+00 -4.082565021386952431e+00 -4.088547830971151598e+00 -4.042860628455690275e+00 -4.067337862975918483e+00 -3.980240986145145321e+00
4.399900116784101201e+00 -4.082402510181025512e+00 -4.088398519244499596e+00 -4.042631648517235554e+00 -4.067128063019241679e+00 -3.979958001864117190e+00
4.417940003036943786e+00 -4.081299612395117293e+00 -4.087345476590394711e+00 -4.041584591533378124e+00 -4.066049226863900579e+00 -3.978821126669179531e+00
4.435982735010212785e+00 -4.082362394949560880e+00 -4.088457007300368318e+00 -4.042664334740557308e+00 -4.067014257869150384e+00 -3.979737223671788726e+00
4.454040009252287824e+00 -4.082995618657064618e+00 -4.089123671347536515e+00 -4.043337913977540943e+00 -4.067605179492689516e+00 -3.980321581245689355e+00
4.472082682979880985e+00 -4.082337088991802254e+00 -4.088443368763694963e+00 -4.042693219856389852e+00 -4.066975937960267018e+00 -3.979766391671433201e+00
4.490114206417880283e+00 -4.082217327434942256e+00 -4.088273060344322474e+00 -4.042500625548652415e+00 -4.066842842131272562e+00 -3.979622092535992639e+00
4.508137086260009418e+00 -4.082413648111953286e+00 -4.088442614258312346e+00 -4.042702758458076140e+00 -4.067072757116669379e+00 -3.979884318512980634e+00
4.526148749721381925e+00 -4.082434071220099270e+00 -4.088417462201222818e+00 -4.042673696655642246e+00 -4.067079804364657214e+00 -3.979909172895299108e+00
4.544160562336499787e+00 -4.082182298502874396e+00 -4.088184175459899095e+00 -4.042501211599609512e+00 -4.066848050523298674e+00 -3.979714015239522507e+00
4.562148366481883599e+00 -4.083284267127590184e+00 -4.089281809870955797e+00 -4.043609740140750475e+00 -4.067968491812052001e+00 -3.980728052387096483e+00
4.580127308918982898e+00 -4.083272051700306271e+00 -4.089290947906638607e+00 -4.043646210917220429e+00 -4.067927361623793203e+00 -3.980723089235075562e+00
4.598126997838091867e+00 -4.083914796215396770e+00 -4.089999254200487044e+00 -4.044354730454891467e+00 -4.068425221670927350e+00 -3.981302034057405237e+00
4.616113174160532573e+00 -4.084909465085048375e+00 -4.090914760347329704e+00 -4.045349892113640600e+00 -4.069508211018429300e+00 -3.982411626656402248e+00
4.634099424972280445e+00 -4.084640609792294264e+00 -4.090642560561747132e+00 -4.045163758206971494e+00 -4.069223343259609216e+00 -3.982190196889986655e+00
4.652072503974574502e+00 -4.084944276673318164e+00 -4.090852153750040188e+00 -4.045342449047487854e+00 -4.069518272773668066e+00 -3.982425106957063310e+00
4.670078569186305373e+00 -4.085886321076545258e+00 -4.091835663114672172e+00 -4.046256231407358683e+00 -4.070336205394312401e+00 -3.983172225058348115e+00
4.688101923999218101e+00 -4.086283056978111894e+00 -4.092267521459461932e+00 -4.046755848884867390e+00 -4.070787979711142590e+00 -3.983646156176600783e+00
4.706131443655576341e+00 -4.085317486411638832e+00 -4.091214165780595380e+00 -4.045652742886619357e+00 -4.069766923015922799e+00 -3.982656357718797668e+00
4.724110895750086137e+00 -4.084756421542261151e+00 -4.090555031941008224e+00 -4.044906977623977440e+00 -4.069222370540546585e+00 -3.982053331259217455e+00
4.742083099465521201e+00 -4.083691784732461194e+00 -4.089438225014960793e+00 -4.043804265148188470e+00 -4.068136843537439873e+00 -3.980991275562218323e+00
4.760049027906386954e+00 -4.084179199471063448e+00 -4.089920183967070244e+00 -4.044208761114107986e+00 -4.068671585176631744e+00 -3.981412869775186714e+00
4.778045422670253117e+00 -4.084883010936534831e+00 -4.090651763815902342e+00 -4.044821617833100014e+00 -4.069303425096161497e+00 -3.981930747676363680e+00
4.796055261108064016e+00 -4.085087820370676859e+00 -4.090872387218695394e+00 -4.045028524896856048e+00 -4.069563524596850002e+00 -3.982123913828079509e+00
4.814053967952337310e+00 -4.085137383775639286e+00 -4.090879998084853142e+00 -4.044929108028341602e+00 -4.069715869598868885e+00 -3.982081917086278899e+00
4.832066689618876865e+00 -4.085199348960366628e+00 -4.090987769614866210e+00 -4.044953655757041133e+00 -4.069708573751999126e+00 -3.981952114494992312e+00
4.850062405700225732e+00 -4.084100562166822712e+00 -4.089858322966108517e+00 -4.043824398747318583e+00 -4.068693109237208283e+00 -3.980883807743396563e+00
4.868069456098195857e+00 -4.084148417948965104e+00 -4.089821530368739744e+00 -4.043749875479716316e+00 -4.068761106232294367e+00 -3.980899220372003278e+00
4.886059902689336987e+00 -4.084782817065789828e+00 -4.090473833867047659e+00 -4.044370579933808330e+00 -4.069400891569960876e+00 -3.981509006291839015e+00
4.904033039250609072e+00 -4.083675286731462961e+00 -4.089404524937972241e+00 -4.043338378714102177e+00 -4.068224605527975157e+00 -3.980421011621882776e+00
4.922042749648360527e+00 -4.083416598570729583e+00 -4.089160969479930685e+00 -4.043120944078819612e+00 -4.067943988857158466e+00 -3.980169174277927713e+00
4.940071559599164885e+00 -4.083518114329468318e+00 -4.089282266437678004e+00 -4.043304283207633354e+00 -4.068125856236794569e+00 -3.980340534535313335e+00
4.958085469662728784e+00 -4.083729309591632273e+00 -4.089559033829598178e+00 -4.043586553503287995e+00 -4.068321366722313037e+00 -3.980456587590146533e+00
4.976120809648029386e+00 -4.083671434093782970e+00 -4.089489050318674046e+00 -4.043509946401011135e+00 -4.068275901928490867e+00 -3.980413152812358746e+00
4.994127265177792374e+00 -4.083338147501485160e+00 -4.089153857858446983e+00 -4.043071487060655222e+00 -4.067892309246813554e+00 -3.979932669619195451e+00
5.012134030746826951e+00 -4.082194217270004977e+00 -4.088018907557428250e+00 -4.041988019153405887e+00 -4.066816785456009775e+00 -3.978892621239237481e+00
5.030129989046838723e+00 -4.081170730816614522e+00 -4.086910866556747735e+00 -4.040803609475309699e+00 -4.065796773053255819e+00 -3.977788164097371126e+00
5.048150075652144686e+00 -4.080813555704786211e+00 -4.086531042697004068e+00 -4.040288334526275449e+00 -4.065358909698836953e+00 -3.977198886871997185e+00
5.066182418773237828e+00 -4.080794747211398565e+00 -4.086560681836800768e+00 -4.040337871655883539e+00 -4.065323372653895539e+00 -3.977172938774294231e+00
5.083954455047859256e+00 -4.081885312984212533e+00 -4.087628626116169173e+00 -4.041378677822403453e+00 -4.066460414134110302e+00 -3.978302646545142984e+00
5.117994523321733880e+00 -4.082902726763281365e+00 -4.088631267207770037e+00 -4.042404628369320463e+00 -4.067505439663506195e+00 -3.979378531221112070e+00
5.151957993284157489e+00 -4.082787961029242574e+00 -4.088517055970884329e+00 -4.042136766300859385e+00 -4.067323837456457980e+00 -3.979045360901690032e+00
5.170029601256207918e+00 -4.081877490340623638e+00 -4.087603136217992983e+00 -4.041250211873639309e+00 -4.066473999778678738e+00 -3.978186188292778702e+00
5.188177434707822222e+00 -4.082992044206918081e+00 -4.088735385286218715e+00 -4.042329181454578979e+00 -4.067552654382772026e+00 -3.979262092310538179e+00
5.206356645204500921e+00 -4.082146249998640286e+00 -4.087876211267300164e+00 -4.041386084224129149e+00 -4.066713075563276547e+00 -3.978348852495162014e+00
5.224492416238250669e+00 -4.082817951628976871e+00 -4.088471011524415388e+00 -4.041905179495296707e+00 -4.067413975991950537e+00 -3.979008864318414496e+00
5.242577942644247813e+00 -4.082199177934357159e+00 -4.087931557675567262e+00 -4.041369198100439597e+00 -4.066665177622604155e+00 -3.978321184200357408e+00
5.260760002929497858e+00 -4.081724301259501253e+00 -4.087417860414008786e+00 -4.040867951238932498e+00 -4.066246716929728500e+00 -3.977892480705998768e+00
5.278943976503160940e+00 -4.082052429078464328e+00 -4.087676191660005287e+00 -4.041044345089528811e+00 -4.066547241084574438e+00 -3.978116391204737923e+00
5.297154868365200109e+00 -4.082047042026070827e+00 -4.087665357735408733e+00 -4.041035025428913130e+00 -4.066547468295831358e+00 -3.978137878481673440e+00
5.315345869200524653e+00 -4.081637485873701010e+00 -4.087266175285162007e+00 -4.040653083042203164e+00 -4.066195968204054267e+00 -3.977645329191689338e+00
5.333517415690478991e+00 -4.081758552207181090e+00 -4.087437565892598101e+00 -4.040821450654555669e+00 -4.066363879983988738e+00 -3.977787951551688739e+00
5.351694383819268097e+00 -4.081482128009633392e+00 -4.087173210025616399e+00 -4.040604726279938497e+00 -4.066081600159474618e+00 -3.977548890992180119e+00
5.369877320180725278e+00 -4.081027987523488498e+00 -4.086653114841146461e+00 -4.040142634797314614e+00 -4.065727119508977694e+00 -3.977261709094767728e+00
5.388026609002237066e+00 -4.080983267262777048e+00 -4.086618933977074875e+00 -4.040110661651812762e+00 -4.065633092462894282e+00 -3.977192732540141940e+00
5.406147679938171358e+00 -4.081264257013302199e+00 -4.086932396001390799e+00 -4.040317499903038012e+00 -4.065836141689724847e+00 -3.977270214106665591e+00
5.424296490665046377e+00 -4.081327545339223484e+00 -4.086954761200471964e+00 -4.040250303177196578e+00 -4.065845940207578835e+00 -3.977245424759854764e+00
5.442481358167802874e+00 -4.082469963803705859e+00 -4.088151682709165513e+00 -4.041409044074813828e+00 -4.066857918109748837e+00 -3.978265440048154744e+00
5.460619242644495053e+00 -4.082672807825351136e+00 -4.088380313871281757e+00 -4.041563316543402173e+00 -4.067033947099569779e+00 -3.978316388598465370e+00
5.478749688156068665e+00 -4.083323733988582838e+00 -4.089003303948487655e+00 -4.042195531537449149e+00 -4.067593947777641716e+00 -3.979009976249889835e+00
5.496863005829501603e+00 -4.082419601972510748e+00 -4.088073595699274421e+00 -4.041254219162382810e+00 -4.066758374821291433e+00 -3.978159021356543867e+00
5.514971733147615574e+00 -4.081457165007883248e+00 -4.087022475977214242e+00 -4.040111632945330378e+00 -4.065738316476965153e+00 -3.977110708560811059e+00
5.533080337774248569e+00 -4.080539841133925982e+00 -4.086073974032045086e+00 -4.039208422235374130e+00 -4.064881864205143636e+00 -3.976279942455926975e+00
5.551195288711405773e+00 -4.081114739983789264e+00 -4.086685383247827374e+00 -4.039905431547542669e+00 -4.065473418433267483e+00 -3.976959678538548371e+00
5.569321741537399895e+00 -4.082170744353490477e+00 -4.087761626472321552e+00 -4.041004652703932720e+00 -4.066433963479611613e+00 -3.978010905390993113e+00
5.587444306011008166e+00 -4.082174886471410247e+00 -4.087777748216479878e+00 -4.040977921753893476e+00 -4.066455649450417376e+00 -3.977991111163110993e+00
5.605563223821811825e+00 -4.082579473487109922e+00 -4.088246667494196629e+00 -4.041482388632961609e+00 -4.066798398356556099e+00 -3.978371876407697627e+00
5.623673046540958786e+00 -4.082755013670164246e+00 -4.088469883813791839e+00 -4.041675959383349337e+00 -4.067101160214726896e+00 -3.978525311312123058e+00
5.641783809601925270e+00 -4.082495277582474991e+00 -4.088216619777814032e+00 -4.041397258586933106e+00 -4.066876013004863566e+00 -3.978257571836815831e+00
5.659891501014125303e+00 -4.081365322712077415e+00 -4.087096803280923396e+00 -4.040347167037078968e+00 -4.065911514494937151e+00 -3.977251108013514447e+00
5.678009848368279044e+00 -4.081353439890138546e+00 -4.087079809456374946e+00 -4.040338923606904942e+00 -4.065941886470010758e+00 -3.977242532124192653e+00
5.696125073143194051e+00 -4.081517078027327550e+00 -4.087232353805049456e+00 -4.040569299899069655e+00 -4.066168457105272971e+00 -3.977498417629120375e+00
5.714230482451705839e+00 -4.081116789406299183e+00 -4.086792126802048841e+00 -4.040049002587563720e+00 -4.065698797955435317e+00 -3.977001923175682574e+00
5.732331852789770643e+00 -4.080009174397705607e+00 -4.085667083594767490e+00 -4.038930505972516016e+00 -4.064619942300897293e+00 -3.975923533939474730e+00
5.750442932779646021e+00 -4.080420908920130429e+00 -4.086137917158900734e+00 -4.039387349203899191e+00 -4.064993330167872898e+00 -3.976298604845596607e+00
5.768559431758064626e+00 -4.080831670171470194e+00 -4.086535986182807889e+00 -4.039884506094842287e+00 -4.065462465008939041e+00 -3.976836049019731867e+00
5.786687801204269732e+00 -4.080537816967430231e+00 -4.086283268498167587e+00 -4.039673605828115299e+00 -4.065224322810337299e+00 -3.976549704520496942e+00
5.804762138897404888e+00 -4.079494788855885012e+00 -4.085250369321164143e+00 -4.038645942054746030e+00 -4.064144106098476428e+00 -3.975553111971748876e+00
5.822839752301762317e+00 -4.079032803196069423e+00 -4.084768699277336879e+00 -4.038161151799093851e+00 -4.063658751637934330e+00 -3.975137232111249030e+00
5.840917020629445844e+00 -4.079016381236748146e+00 -4.084764662562520243e+00 -4.038184384200106614e+00 -4.063649259334217945e+00 -3.975150499966854323e+00
5.858970418840746319e+00 -4.078990456460072522e+00 -4.084722048664913174e+00 -4.038137517497453644e+00 -4.063704540523118247e+00 -3.975165148415535921e+00
5.877023772053875383e+00 -4.079394671962226049e+00 -4.085107931873764642e+00 -4.038551949980496047e+00 -4.064221276877995059e+00 -3.975714509323169832e+00
5.895082634175801140e+00 -4.079401037752478310e+00 -4.085145049706261133e+00 -4.038551107588530087e+00 -4.064237145337386892e+00 -3.975658036530907324e+00
5.913144019620764524e+00 -4.079750539376240326e+00 -4.085442831941513475e+00 -4.038954589772139059e+00 -4.064669797688336139e+00 -3.976171821811150142e+00
5.931211844549393319e+00 -4.079907915835284449e+00 -4.085596875441463993e+00 -4.039109282269844670e+00 -4.064817638157878221e+00 -3.976316410799531020e+00
5.949279389878028290e+00 -4.079866555559918950e+00 -4.085574090065875907e+00 -4.039039319632670377e+00 -4.064769947406776218e+00 -3.976217377864989633e+00
5.967340221773301145e+00 -4.080944825270567122e+00 -4.086685500931951154e+00 -4.040102142057643952e+00 -4.065788446623939123e+00 -3.977172074143514813e+00
5.985395589463299970e+00 -4.080398955938457028e+00 -4.086150294131098093e+00 -4.039671654209136875e+00 -4.065321014309197345e+00 -3.976789921719781074e+00
6.003449498280413188e+00 -4.080180604237145126e+00 -4.085825973749015461e+00 -4.039336330389514451e+00 -4.065199240132340464e+00 -3.976671391364312580e+00
6.021501694466321553e+00 -4.080190492981827788e+00 -4.085850298524469792e+00 -4.039348964502096351e+00 -4.065190450686227308e+00 -3.976645832225496058e+00
6.039545173291627655e+00 -4.080108210516327993e+00 -4.085795440481140517e+00 -4.039230131430831428e+00 -4.064998061674947039e+00 -3.976397527432030454e+00
6.057575690180323491e+00 -4.079895276437761176e+00 -4.085541897611850715e+00 -4.038974823942719006e+00 -4.064835812131104120e+00 -3.976214516343057781e+00
6.075618729136266438e+00 -4.079969918880248514e+00 -4.085619223482463980e+00 -4.038978059746656690e+00 -4.064801438771397990e+00 -3.976133037723576624e+00
6.093690510775278568e+00 -4.079081756775319256e+00 -4.084706088496901089e+00 -4.038033694404999707e+00 -4.063948550995274189e+00 -3.975272676119580240e+00
6.111767415210715981e+00 -4.079066944936320382e+00 -4.084682992768213339e+00 -4.038036703076210543e+00 -4.063983450541586606e+00 -3.975256821358247539e+00
6.129847810389760454e+00 -4.079094537841174706e+00 -4.084710651677061932e+00 -4.038065437587246009e+00 -4.063939685470873364e+00 -3.975247227646331982e+00
6.147917850462102152e+00 -4.079049328664470231e+00 -4.084673204303122418e+00 -4.038113411519427487e+00 -4.063920321210130915e+00 -3.975304081918352939e+00
6.165959542561653350e+00 -4.078048059913430556e+00 -4.083689916910872242e+00 -4.037058282823056565e+00 -4.062889194060844922e+00 -3.974187903872303362e+00
6.184014761257426329e+00 -4.078060302322929154e+00 -4.083725831217636326e+00 -4.037073633596162558e+00 -4.062861113674833824e+00 -3.974168043965008668e+00
6.202065121887076593e+00 -4.077987832869291118e+00 -4.083742684606997742e+00 -4.037122016821781401e+00 -4.062727172333832293e+00 -3.974065768706416257e+00
6.220115176823252767e+00 -4.078292731926816295e+00 -4.084011923676614586e+00 -4.037349237255117629e+00 -4.062961427249382140e+00 -3.974327052660829640e+00
6.238178462703384497e+00 -4.079387368523265778e+00 -4.085125562348354222e+00 -4.038460434411114797e+00 -4.064055328252134558e+00 -3.975400760652882504e+00
6.256240792880323198e+00 -4.080529661543577546e+00 -4.086224767040882000e+00 -4.039514402496996226e+00 -4.065144373431005320e+00 -3.976511075574282295e+00
6.274305864133800981e+00 -4.079860166740122196e+00 -4.085564402797215777e+00 -4.038858569955551481e+00 -4.064539120118819682e+00 -3.975926490353996368e+00
6.292352725011011394e+00 -4.078836372667876020e+00 -4.084475638732916636e+00 -4.037742790556455574e+00 -4.063562148606580493e+00 -3.974909529153895171e+00
6.310411951934640662e+00 -4.078846881872855157e+00 -4.084514479928390784e+00 -4.037747086967054422e+00 -4.063566984142726213e+00 -3.974852411311346145e+00
6.328496750574021945e+00 -4.079862747092733777e+00 -4.085497628466868036e+00 -4.038781505810868033e+00 -4.064619277815177512e+00 -3.975951359805093066e+00
6.346580653654335435e+00 -4.080707243862709888e+00 -4.086388454870565567e+00 -4.039719354820365815e+00 -4.065482063752474673e+00 -3.976847483378534776e+00
6.364664030548974338e+00 -4.080695802613132805e+00 -4.086374934007167781e+00 -4.039750972635460791e+00 -4.065460343017467615e+00 -3.976866856705830511e+00
6.382754413393254111e+00 -4.081178273411516066e+00 -4.086856873477705321e+00 -4.040196037260657569e+00 -4.065932149052478017e+00 -3.977320917408792234e+00
6.400845535670669051e+00 -4.080150377809998119e+00 -4.085805179456126979e+00 -4.039152383525935086e+00 -4.064869273074473099e+00 -3.976321272685841013e+00
6.418942387383347992e+00 -4.081020225436735593e+00 -4.086617436967291184e+00 -4.039965764366761469e+00 -4.065834361063600966e+00 -3.977252452575463337e+00
6.437037214897953774e+00 -4.080967186586134332e+00 -4.086556656447109859e+00 -4.039936142802368124e+00 -4.065901704526488025e+00 -3.977290163293358383e+00
6.455133233730659725e+00 -4.080966224277903898e+00 -4.086601462170602161e+00 -4.039987366349767406e+00 -4.065848955206553761e+00 -3.977267827451316684e+00
6.473231070382208685e+00 -4.080831156278112104e+00 -4.086476606983820759e+00 -4.039802411136426130e+00 -4.065712556994924398e+00 -3.977095271706160062e+00
6.491324287294560236e+00 -4.081422402900606983e+00 -4.087143738047783970e+00 -4.040502818478235447e+00 -4.066275352474657545e+00 -3.977723849079580098e+00
6.509405633899686627e+00 -4.080378210191553556e+00 -4.086099389769577428e+00 -4.039458278550815962e+00 -4.065247385848848261e+00 -3.976695133499208445e+00
6.527472704923491520e+00 -4.079940836488703759e+00 -4.085626734698024620e+00 -4.038974856147068415e+00 -4.064784807570915426e+00 -3.976220924530809331e+00
6.545532769852278498e+00 -4.079864718301420723e+00 -4.085587258086537332e+00 -4.039026021940625100e+00 -4.064786497256840825e+00 -3.976274250460852144e+00
6.563612936864488212e+00 -4.079515816987210997e+00 -4.085280747103535504e+00 -4.038851177204943355e+00 -4.064514575831712939e+00 -3.976087733101038246e+00
6.581691382944034885e+00 -4.079564400620895093e+00 -4.085384164947809538e+00 -4.038968686248822770e+00 -4.064546527065577841e+00 -3.976098940379218405e+00
6.599779477634485580e+00 -4.079136246819846434e+00 -4.084925817208237220e+00 -4.038550027726983238e+00 -4.064175892638826504e+00 -3.975725920079067333e+00
6.617850104963188151e+00 -4.078461404129684276e+00 -4.084239366703183549e+00 -4.037890065907535408e+00 -4.063615881744358838e+00 -3.975135449818762101e+00
6.635905498001604563e+00 -4.078330557268058598e+00 -4.084093935797794117e+00 -4.037740986809341237e+00 -4.063450491127788666e+00 -3.974987318505355471e+00
6.653959455746619511e+00 -4.078265242794254952e+00 -4.084058171493779810e+00 -4.037810430833009612e+00 -4.063432202400487192e+00 -3.975049872616246205e+00
6.671999923459619453e+00 -4.078531942369443719e+00 -4.084291916906229503e+00 -4.038062885770646204e+00 -4.063650788737689368e+00 -3.975360701070153713e+00
6.690035932511379180e+00 -4.078727459589440052e+00 -4.084487948133677548e+00 -4.038251559647035194e+00 -4.063920077311475865e+00 -3.975528883927541557e+00
6.708073355744653909e+00 -4.078703461231180327e+00 -4.084438513251624769e+00 -4.038208857603790669e+00 -4.063817667249271182e+00 -3.975472622939425271e+00
6.726107374674911377e+00 -4.078648985007492733e+00 -4.084356156248484027e+00 -4.038194280175919637e+00 -4.063864695714279662e+00 -3.975554478388158230e+00
6.744223578689728882e+00 -4.078864842959465165e+00 -4.084583444669892316e+00 -4.038422721688538886e+00 -4.064085551051639378e+00 -3.975692291660197331e+00
6.762317075983357739e+00 -4.078679124919400323e+00 -4.084356802270830755e+00 -4.038179934796747972e+00 -4.063903103747528611e+00 -3.975494342478498755e+00
6.780404962088221410e+00 -4.078676581456313066e+00 -4.084358140138673932e+00 -4.038195823909630278e+00 -4.063911736804477037e+00 -3.975472704289149561e+00
6.798505270900607300e+00 -4.078473992545118776e+00 -4.084083728834336569e+00 -4.037917819960735066e+00 -4.063752232248343255e+00 -3.975343451145727069e+00
6.816704912857265874e+00 -4.078499541574469589e+00 -4.084144210147757192e+00 -4.037979493221299343e+00 -4.063846870267044054e+00 -3.975377950711782571e+00
6.834897780779989773e+00 -4.078419054129734711e+00 -4.084014243986290538e+00 -4.037886298043199318e+00 -4.063854518185756604e+00 -3.975372823664329758e+00
6.853095068914154986e+00 -4.078671874121711838e+00 -4.084224647666390595e+00 -4.038053152394876832e+00 -4.064049250911274669e+00 -3.975556079218601102e+00
6.871527164821721101e+00 -4.078630546145059377e+00 -4.084231775156075273e+00 -4.038099776676229880e+00 -4.064035125317838393e+00 -3.975565422585843223e+00
6.890250555131374632e+00 -4.078612029012163909e+00 -4.084182844754003838e+00 -4.038123018520956009e+00 -4.064152881824468544e+00 -3.975738329794741066e+00
6.924738291201286700e+00 -4.078179473906235586e+00 -4.083715336813627417e+00 -4.037630179596777502e+00 -4.063708511150828429e+00 -3.975263293876020398e+00
6.959313921524439728e+00 -4.077133214154527785e+00 -4.082694432709699228e+00 -4.036579443090177577e+00 -4.062568647710051550e+00 -3.974116280918983612e+00
6.977656337410058640e+00 -4.076015434166101237e+00 -4.081631834832800010e+00 -4.035550344352579977e+00 -4.061472911495925153e+00 -3.973003399462830210e+00
6.995934620008353200e+00 -4.076003759599072573e+00 -4.081622353448326024e+00 -4.035531072590790913e+00 -4.061509582247508909e+00 -3.972996075808358007e+00
7.014240764337515976e+00 -4.075868420577082318e+00 -4.081442851944684591e+00 -4.035357274808460737e+00 -4.061387757127541853e+00 -3.972875034543272399e+00
7.032397415037731747e+00 -4.074985430496782968e+00 -4.080529879368228308e+00 -4.034491450708061144e+00 -4.060516020100990886e+00 -3.971984888290570836e+00
7.050511497970104458e+00 -4.075858971585694768e+00 -4.081304263575644242e+00 -4.035287175008144267e+00 -4.061484479275622839e+00 -3.972980601488962371e+00
7.068630284117364049e+00 -4.074832491180766070e+00 -4.080275684259635938e+00 -4.034218051988747611e+00 -4.060347208470314939e+00 -3.971820844166825015e+00
7.086738350602119318e+00 -4.074399421959363110e+00 -4.079828187273923490e+00 -4.033779960833808076e+00 -4.060020290772612839e+00 -3.971423538152133226e+00
7.104763991020905500e+00 -4.074853657868501067e+00 -4.080324490749244859e+00 -4.034278004373267557e+00 -4.060455502839182884e+00 -3.971848765335178832e+00
7.122771741385951039e+00 -4.074589462339381463e+00 -4.080106921625768379e+00 -4.034073933010615676e+00 -4.060144593189193074e+00 -3.971555801824483201e+00
7.140736453619744850e+00 -4.074441195315721131e+00 -4.079912462597290457e+00 -4.033913261862691613e+00 -4.059990222083217581e+00 -3.971500774860516003e+00
7.158703350101435881e+00 -4.075480611690225352e+00 -4.080919725140221388e+00 -4.034895939849306501e+00 -4.061016835254663171e+00 -3.972583326127459014e+00
7.176679055280999364e+00 -4.075489497848608700e+00 -4.080897884358638095e+00 -4.034897678173249957e+00 -4.061020521517316517e+00 -3.972591342023697347e+00
7.194625204215153502e+00 -4.075333665245581827e+00 -4.080763560161011938e+00 -4.034740641473429257e+00 -4.060892835458769667e+00 -3.972438743364437475e+00
7.212556849001831694e+00 -4.075345528914575688e+00 -4.080863632019646303e+00 -4.034805927572129747e+00 -4.060837463081583110e+00 -3.972326350069668610e+00
7.230488739426823130e+00 -4.075431020856727038e+00 -4.080881690425611552e+00 -4.034795391317451241e+00 -4.060929578422380892e+00 -3.972391436106327944e+00
7.248416869588262479e+00 -4.076302809214907619e+00 -4.081720451838029007e+00 -4.035650639237300830e+00 -4.061815558641357349e+00 -3.973361720610090853e+00
7.266327649645306863e+00 -4.075197593829926745e+00 -4.080619254011049080e+00 -4.034617084140808885e+00 -4.060707103705057719e+00 -3.972312903372601678e+00
7.284202210320017912e+00 -4.074097058676676042e+00 -4.079489398651906740e+00 -4.033482654842319270e+00 -4.059712110940489005e+00 -3.971250381065614565e+00
7.302093296205632633e+00 -4.074365370942108378e+00 -4.079758457934723026e+00 -4.033787110187578406e+00 -4.059913571229747831e+00 -3.971526501409866405e+00
7.319987817207200820e+00 -4.074398410889029876e+00 -4.079770849105695874e+00 -4.033705921661556282e+00 -4.059982424717565763e+00 -3.971462967086103468e+00
7.337888609587865929e+00 -4.074180576722196356e+00 -4.079554932110145415e+00 -4.033540557586885456e+00 -4.059785099590725643e+00 -3.971285227592685985e+00
7.355804598026671748e+00 -4.075126690658837703e+00 -4.080562316715791837e+00 -4.034609224174715791e+00 -4.060882093187541564e+00 -3.972339087535407209e+00
7.373712424976835322e+00 -4.074909135598039356e+00 -4.080305456010753673e+00 -4.034373021755238042e+00 -4.060756815275389009e+00 -3.972208689689164629e+00
7.391618963071445059e+00 -4.074954924027176517e+00 -4.080333462508994202e+00 -4.034311905528405795e+00 -4.060778974459512192e+00 -3.972148358346384800e+00
7.409510044721502986e+00 -4.074325732372004794e+00 -4.079746350717268655e+00 -4.033723860581505782e+00 -4.060134046036877109e+00 -3.971481914990453443e+00
7.427411382056728684e+00 -4.074719458740979405e+00 -4.080154115217270672e+00 -4.034157265324621378e+00 -4.060523264490589312e+00 -3.971890044219888782e+00
7.445312285943876951e+00 -4.074264129647310995e+00 -4.079644186280843243e+00 -4.033648534332250790e+00 -4.060105509417002878e+00 -3.971497634874004312e+00
7.463220672847683090e+00 -4.074282639991366750e+00 -4.079623725274963419e+00 -4.033660474469637158e+00 -4.060058779565956399e+00 -3.971538882238504709e+00
7.481121988594497729e+00 -4.074270562256282702e+00 -4.079611945206069734e+00 -4.033635479133110380e+00 -4.060129197613387753e+00 -3.971523193780804650e+00
7.499023276368437685e+00 -4.075362641953525156e+00 -4.080744264035347513e+00 -4.034682762004376144e+00 -4.061033157702619967e+00 -3.972440595553623499e+00
7.516908378246569988e+00 -4.076230897769514527e+00 -4.081622434151441325e+00 -4.035606794191848756e+00 -4.061888283036405589e+00 -3.973348558516089479e+00
7.534793645014840280e+00 -4.076548512900006749e+00 -4.081960515272275103e+00 -4.035807066887450389e+00 -4.062144491122667844e+00 -3.973521323775219383e+00
7.552710275244256977e+00 -4.076945832397611547e+00 -4.082407348243258127e+00 -4.036324821064507518e+00 -4.062620383575932692e+00 -3.974003030725988150e+00
7.570635966418388207e+00 -4.077002956865531047e+00 -4.082459890450522266e+00 -4.036364059454657927e+00 -4.062683138233738944e+00 -3.974065365868314270e+00
7.588556074717574873e+00 -4.076557764000958706e+00 -4.081986823940814801e+00 -4.035880650317107410e+00 -4.062242775888120327e+00 -3.973605324381477732e+00
